	start	stop	strand
b2107	2186959	2187298	1
b2108	2187379	2188414	-1
b2109	2188429	2190910	-1
b2110	2190925	2191645	-1
b2111	2191679	2192222	-1
b2112	2192514	2192796	-1
b2113	2193058	2194168	-1
b2114	2194299	2196333	1
b2115	2196473	2197298	1
b2118	2200278	2203911	1
b4541	2203971	2204289	1
b2119	2204595	2205684	1
b2120	2205694	2207974	1
b2121	2207966	2209103	1
b2122	2209099	2210944	1
b2123	2211224	2211686	1
b2124	2211725	2212196	-1
b2125	2212242	2212962	-1
b2126	2212958	2214644	-1
b2127	2214865	2215597	1
b4542	2215656	2215764	1
b2128	2215744	2216476	-1
b2129	2216480	2217407	-1
b2130	2217399	2218557	-1
b2131	2218563	2219481	-1
b2132	2219691	2221989	-1
b2133	2222184	2223900	1
b2134	2223937	2224870	-1
b2135	2225043	2225631	-1
b2136	2225800	2226379	1
b2137	2226508	2227270	-1
b4679	2228981	2229065	1
b2140	2229437	2230385	-1
b2141	2230623	2231022	1
b2142	2231018	2231714	1
b2143	2231843	2232728	1
b2144	2232877	2233597	1
b2145	2233599	2233839	1
b2146	2234032	2235271	1
b2147	2235264	2236500	1
b2148	2236742	2237753	-1
b2149	2237768	2239289	-1
b2150	2239349	2240348	-1
b2151	2240627	2241668	-1
b2152	2241809	2242967	-1
b2153	2242983	2243652	-1
b2154	2243909	2244746	1
b2155	2244777	2246769	-1
b2156	2247062	2248532	-1
b2157	2248736	2249618	-1
b2158	2249716	2250766	1
b2159	2250839	2251697	1
b2160	2251699	2252788	1
b2161	2252894	2254145	-1
b2162	2254244	2255186	-1
b2163	2255354	2256014	1
b2164	2256084	2257335	-1
b2165	2257428	2258367	-1
b2166	2258354	2259296	-1
b2167	2259718	2261410	-1
b2168	2261426	2262365	-1
b2169	2262364	2263495	-1
b2170	2263862	2265044	1
b4502	2265040	2265295	-1
b2171	2265449	2266022	1
b2172	2266244	2267711	1
b2173	2267828	2268815	1
b2174	2268853	2269567	1
b2175	2269978	2270545	1
b2176	2270725	2272282	1
b2177	2272363	2274178	1
b2178	2274178	2275273	1
b2179	2275272	2276298	1
b2180	2276299	2277889	1
b2181	2277892	2278237	-1
b2182	2278569	2279760	-1
b2183	2279787	2280483	-1
b2184	2280631	2282392	1
b2185	2282516	2282801	1
b2186	2282939	2283947	-1
b2187	2284128	2284356	1
b2188	2284375	2286136	1
b2192	2289064	2290081	-1
b2193	2290499	2291147	1
b2194	2291357	2292410	-1
b2195	2292406	2292964	-1
b2196	2292960	2294904	-1
b2197	2294900	2295380	-1
b2198	2295376	2295586	-1
b2199	2295582	2296320	-1
b2200	2296361	2297024	-1
b2201	2297020	2297644	-1
b2202	2297656	2298259	-1
b2203	2298268	2298718	-1
b2204	2298714	2299578	-1
b2205	2299564	2300260	-1
b2206	2300266	2302753	-1
b2207	2302749	2303013	-1
b2208	2303002	2303497	-1
b4604	2303605	2303770	1
b2209	2303904	2304393	1
b2210	2305107	2306754	-1
b2211	2306971	2308615	-1
b2212	2308690	2309341	-1
b2213	2309340	2310405	-1
b2214	2310478	2311534	-1
b2215	2311645	2312749	-1
b2216	2313487	2316160	1
b2217	2316176	2316827	1
b2218	2317026	2319876	-1
b2219	2320042	2321869	1
b2220	2321865	2323251	1
b2221	2323446	2324109	1
b2222	2324108	2324759	1
b2223	2324755	2326078	1
b2224	2326108	2327293	1
b2225	2327366	2328143	-1
b2226	2328147	2329797	-1
b2229	2334335	2334959	-1
b2230	2334955	2336644	-1
b2231	2336792	2339420	-1
b2232	2339566	2340289	1
b2233	2340416	2344169	-1
b4605	2344593	2344737	-1
b2234	2344864	2347150	1
b2235	2347383	2348514	1
b2236	2348513	2348768	1
b2237	2348821	2349472	-1
b2239	2349934	2351011	-1
b2240	2351015	2352374	-1
b2241	2352646	2354275	1
b2242	2354264	2355524	1
b2243	2355520	2356711	1
b2244	2356903	2357803	1
b2245	2358041	2358845	-1
b2246	2358862	2360152	-1
b2247	2360208	2361414	-1
b2248	2361428	2362211	-1
b2249	2362430	2363633	-1
b2250	2363732	2364275	-1
b2251	2364553	2364979	1
b2252	2365017	2365620	-1
b2253	2365909	2367067	1
b2254	2367070	2368039	1
b2255	2368038	2370021	1
b2256	2370017	2370908	1
b2257	2370907	2372560	1
b4544	2372556	2372892	1
b2258	2372891	2373278	1
b2259	2373271	2373538	-1
b2260	2373647	2375003	-1
b2261	2374999	2375962	-1
b2262	2375961	2376819	-1
b2263	2376833	2377592	-1
b2264	2377588	2379259	-1
b2265	2379347	2380643	-1
b2266	2380721	2381027	-1
b2267	2381081	2381543	-1
b2268	2381607	2382525	1
b2269	2382712	2383924	1
b2270	2383994	2385722	-1
b2271	2385859	2386831	1
b2272	2386933	2387437	1
b2273	2387709	2388426	-1
b2274	2388634	2389057	1
b2275	2389115	2389964	1
b2276	2390047	2391505	-1
b2277	2391511	2393041	-1
b2278	2393204	2395046	-1
b2279	2395042	2395345	-1
b2280	2395341	2395896	-1
b2281	2395907	2396450	-1
b2282	2396464	2397442	-1
b2283	2397438	2400165	-1
b2284	2400217	2401555	-1
b2285	2401551	2402052	-1
b2286	2402054	2403845	-1
b2287	2403950	2404613	-1
b2288	2404628	2405072	-1
b2289	2405702	2406641	-1
b2290	2407560	2408778	1
b2291	2408861	2409461	1
b2292	2409519	2411352	-1
b2293	2411438	2412089	-1
b2294	2412099	2412594	-1
b2295	2412676	2413132	-1
b2296	2413469	2414672	1
b2297	2414746	2416891	1
b2298	2417080	2418601	1
b2299	2418633	2419176	-1
b2300	2419233	2419788	-1
b2301	2419840	2420485	-1
b2302	2420620	2421268	1
b2303	2421324	2421687	1
b2304	2421707	2422601	1
b2305	2422648	2423539	-1
b2306	2423735	2424509	-1
b2307	2424516	2425233	-1
b2308	2425229	2425916	-1
b2309	2426005	2426788	-1
b2310	2427008	2427791	-1
b2311	2428056	2428626	-1
b2312	2428720	2430238	-1
b2313	2430274	2430763	-1
b2314	2431021	2431684	-1
b2315	2431673	2432942	-1
b2316	2433011	2433926	-1
b2317	2434081	2434741	-1
b2318	2434823	2435636	-1
b2319	2435635	2436649	-1
b2320	2436714	2437851	-1
b2321	2437949	2438945	1
b2322	2438941	2440120	-1
b2323	2440384	2441605	-1
b2324	2441763	2443770	1
b2325	2443890	2444169	-1
b2326	2444202	2444751	-1
b2327	2444750	2445560	-1
b2328	2445559	2446384	-1
b2329	2446387	2447473	-1
b2330	2447507	2448440	-1
b2331	2448605	2449157	1
b2332	2449227	2450049	-1
b2333	2450050	2450590	-1
b2334	2450586	2451075	-1
b2335	2451071	2451584	-1
b2336	2451583	2452336	-1
b2339	2455082	2455646	-1
b2340	2456326	2456812	-1
b2341	2457014	2459159	-1
b2342	2459158	2460469	-1
b2343	2460649	2460934	-1
b2344	2461305	2462646	1
b2345	2463011	2464070	1
b2346	2464251	2465007	-1
b2347	2465300	2466233	1
b2349	2466544	2467702	1
b2350	2467854	2468217	1
b2351	2468213	2469134	1
b2352	2469130	2470462	1
b2354	2471076	2471517	-1
b2356	2472111	2472387	-1
b2357	2472386	2472881	-1
b2358	2472877	2473246	-1
b2359	2473603	2473966	1
b2360	2474031	2474856	1
b2361	2474983	2475520	1
b2362	2475510	2475873	1
b2363	2475872	2476178	1
b4545	2476093	2476234	1
b4501	2476309	2476510	1
b2364	2476693	2477629	-1
b2365	2477846	2479184	1
b2366	2479201	2480530	1
b2367	2480637	2482176	-1
b2368	2482175	2483339	-1
b2369	2483754	2484369	1
b2370	2484373	2487967	1
b2371	2488022	2489168	-1
b2372	2489241	2490186	-1
b2373	2490255	2491950	-1
b2374	2492003	2493254	-1
b2375	2493766	2494402	-1
b2376	2494697	2494973	1
b2377	2495049	2495292	-1
b2378	2495644	2496565	1
b4680	2496920	2496992	1
b2379	2497056	2498295	-1
b2380	2498670	2500368	1
b2381	2500382	2501117	1
b2382	2501129	2501987	1
b2383	2501989	2504485	-1
b2384	2504509	2505547	-1
b2385	2505546	2506632	-1
b2386	2506646	2507894	-1
b2387	2507915	2508242	-1
b2388	2508460	2509426	-1
b2389	2509629	2510886	1
b2390	2511000	2511327	1
b2392	2511467	2512706	-1
b2393	2513041	2514244	1
b2394	2514330	2515443	1
b2395	2515642	2517832	-1
b2398	2518466	2518811	1
b2399	2518812	2519205	1
b2400	2519256	2520672	-1
b2405	2521592	2522477	-1
b2406	2522728	2523985	-1
b2407	2524044	2524878	-1
b2408	2525126	2525891	1
b2409	2525929	2526856	-1
b2410	2526945	2527944	1
b4546	2527940	2528159	-1
b2411	2528160	2530176	-1
b2412	2530246	2531233	-1
b2413	2531462	2532224	1
b2414	2532408	2533380	1
b2415	2533763	2534021	1
b2416	2534065	2535793	1
b2417	2535833	2536343	1
b2418	2536385	2537237	-1
b2419	2537341	2537716	1
b2420	2537748	2538483	1
b2421	2538671	2539583	-1
b2422	2539716	2540814	-1
b2423	2540803	2541679	-1
b2424	2541678	2542512	-1
b2425	2542511	2543528	-1
b2426	2543831	2544623	-1
b2427	2544751	2545609	-1
b2428	2545772	2546669	1
b2429	2546672	2548097	1
b2430	2548101	2549406	1
b2431	2549645	2550545	-1
b2432	2550640	2551216	-1
b2433	2551276	2551726	-1
b2434	2551712	2552138	-1
b2435	2552351	2553221	1
b2436	2553224	2554124	1
b2437	2554129	2555182	-1
b2438	2555227	2555728	-1
b2439	2555740	2556400	-1
b2440	2556409	2557297	-1
b2441	2557317	2558679	-1
b2442	2558857	2560066	1
b2443	2560256	2560898	1
b2444	2561367	2561613	1
b2445	2561624	2561993	1
b2446	2562110	2562527	1
b2447	2562523	2563117	1
b2448	2563591	2563969	1
b2449	2563979	2564372	1
b2450	2564522	2565332	1
b2451	2565480	2566884	-1
b2452	2566880	2568107	-1
b2453	2568323	2569511	-1
b2454	2569500	2570337	-1
b2455	2570347	2571751	-1
b2456	2571762	2572050	-1
b2457	2572156	2572450	-1
b2458	2572488	2573505	-1
b2459	2573501	2574305	-1
b2460	2574301	2575003	-1
b2461	2574977	2575457	-1
b2462	2575469	2575805	-1
b2463	2576097	2578377	-1
b2464	2578665	2579616	1
b2465	2579635	2581639	1
b2466	2581733	2582777	-1
b2467	2582902	2583478	-1
b2468	2583545	2585525	-1
b2469	2585730	2587431	1
b2470	2587594	2590708	1
b4606	2590806	2590866	-1
b2471	2591246	2591603	1
b2472	2591606	2592734	1
b4547	2592761	2592962	1
b2473	2593071	2593770	-1
b2474	2593843	2595859	-1
b2475	2595873	2596737	-1
b2476	2596904	2597618	-1
b2477	2597830	2598865	-1
b2478	2598881	2599760	-1
b2479	2599905	2600478	1
b2480	2600477	2600948	1
b2481	2601200	2601818	1
b2482	2601817	2603836	1
b2483	2603846	2604794	1
b2484	2604810	2606250	1
b2485	2606261	2606912	1
b2486	2606916	2608497	1
b2487	2608486	2610154	1
b2488	2610163	2610709	1
b2489	2610705	2611464	1
b2490	2611456	2611870	1
b2491	2611899	2613912	1
b2492	2613933	2614782	1
b2493	2614819	2615881	-1
b2494	2616093	2617557	1
b2495	2617577	2617937	1
b2496	2618074	2618776	-1
b2497	2618870	2620160	-1
b2498	2620245	2620872	-1
b2499	2621196	2622234	1
b2500	2622233	2622872	1
b2501	2623043	2625110	1
b2502	2625114	2626656	1
b2503	2626694	2628938	-1
b2504	2629289	2629481	1
b2505	2629791	2630310	1
b2506	2630325	2630865	1
b2507	2630957	2632535	-1
b2508	2632603	2634070	-1
b2509	2634231	2635602	1
b2510	2635598	2635814	-1
b2511	2635883	2637356	-1
b2512	2637473	2638652	-1
b2513	2638662	2639283	-1
b2514	2639300	2640575	-1
b2515	2640685	2641804	-1
b2516	2641830	2642844	-1
b2517	2643128	2644283	-1
b2518	2644432	2644864	-1
b2519	2645012	2647325	-1
b2520	2647325	2652287	-1
b2521	2652493	2653339	1
b2522	2654156	2654933	-1
b2523	2655074	2656358	-1
b2524	2656535	2656736	-1
b2525	2656747	2657083	-1
b2526	2657084	2658935	-1
b2527	2658951	2659467	-1
b2528	2659562	2659886	-1
b2529	2659902	2660289	-1
b2530	2660316	2661531	-1
b2531	2661642	2662131	-1
b2532	2662582	2663323	-1
b2533	2663441	2664245	1
b2534	2664389	2665244	1
b2535	2665434	2666715	1
b2536	2666706	2667846	-1
b2537	2668005	2668896	-1
b4706	2668005	2668071	-1
b2538	2669031	2670393	1
b2539	2670389	2670908	1
b2540	2670907	2671228	1
b2541	2671224	2672037	1
b2542	2672046	2673249	1
b2543	2673345	2673768	1
b2544	2673815	2674688	-1
b2545	2674699	2675761	-1
b2546	2675826	2676825	-1
b2547	2676849	2678361	-1
b2548	2678383	2679367	-1
b2549	2679463	2682745	-1
b2550	2682862	2684056	1
b2551	2684253	2685507	-1
b2552	2685834	2687025	1
b2553	2687069	2687408	-1
b2554	2687468	2688803	-1
b2555	2688792	2689506	-1
b2556	2689670	2691098	-1
b2557	2691655	2695543	-1
b2558	2695800	2697357	1
b2559	2697353	2697857	-1
b2560	2697914	2698550	-1
b2561	2698758	2699607	1
b2562	2699662	2699923	1
b4687	2700116	2700197	-1
b2563	2700617	2700998	-1
b2564	2700997	2701729	-1
b2565	2701740	2702469	-1
b2566	2702480	2703386	-1
b2567	2703382	2704063	-1
b2568	2704334	2705309	-1
b2569	2705324	2707124	-1
b2570	2707321	2707801	-1
b2571	2707797	2708754	-1
b2572	2708753	2709404	-1
b2573	2709436	2710012	-1
b4725	2710008	2710164	-1
b2574	2710419	2712042	1
b2575	2712026	2712764	-1
b2576	2712895	2714230	1
b2577	2714438	2715320	-1
b2578	2715422	2716010	1
b2579	2716065	2716449	-1
b2580	2716753	2717443	1
b2581	2717490	2718528	-1
b2582	2718734	2719154	1
b2583	2719222	2719921	1
b2584	2719952	2722613	1
b2585	2722726	2724082	1
b2586	2724127	2724451	1
b2587	2724447	2725746	-1
b2592	2731599	2734173	-1
b2593	2734302	2735034	-1
b2594	2735030	2736011	-1
b2595	2736145	2736883	1
b2597	2737153	2737495	1
b2598	2737598	2737646	1
b2599	2737744	2738905	1
b2600	2738947	2740069	-1
b2601	2740079	2741150	-1
b2602	2741359	2741725	1
b2603	2741874	2742393	1
b2604	2742382	2743609	1
b2605	2743624	2744107	1
b2606	2744182	2744530	-1
b2607	2744571	2745339	-1
b2608	2745369	2745918	-1
b2609	2745936	2746185	-1
b2610	2746433	2747795	-1
b2611	2747961	2748753	1
b4461	2748773	2750060	1
b2614	2750114	2750708	-1
b2615	2750830	2751709	1
b2616	2751794	2753456	1
b2617	2753604	2753946	1
b2618	2754007	2754298	-1
b2619	2754287	2754764	-1
b2620	2754895	2755378	1
b2622	2756158	2757400	1
b2623	2757643	2758600	-1
b2624	2758643	2758856	1
b2625	2758984	2760394	1
b2626	2760546	2761173	1
b2627	2761350	2763540	-1
b2628	2763536	2765153	-1
b2629	2765512	2765776	-1
b2630	2765917	2766991	1
b2631	2766983	2767355	1
b2632	2767709	2768573	1
b2633	2768664	2769486	1
b2634	2769702	2770404	1
b2635	2770444	2770681	1
b2636	2770680	2771124	1
b2637	2771147	2771615	1
b2638	2771839	2772154	-1
b2642	2773317	2775021	1
b2643	2775918	2776377	1
b2644	2776385	2776868	1
b4548	2776876	2777077	1
b2645	2777114	2777432	1
b2646	2777452	2777782	1
b2647	2778145	2782726	-1
b2649	2783637	2784429	-1
b2650	2784528	2785011	-1
b2659	2788984	2789962	1
b2660	2789981	2791250	1
b2661	2791272	2792721	1
b2662	2792734	2794015	1
b2663	2794252	2795653	1
b2664	2795673	2796336	1
b2665	2796336	2796786	-1
b2666	2796869	2797028	-1
b2667	2797210	2797510	1
b2668	2797519	2798044	1
b2669	2798090	2798495	-1
b2670	2799163	2799613	1
b2671	2799649	2799994	-1
b2672	2800145	2800475	1
b2673	2800722	2800968	1
b2674	2800964	2801375	1
b2675	2801347	2803492	1
b2676	2803501	2804461	1
b2677	2804814	2806017	1
b2678	2806009	2807074	1
b2679	2807131	2808124	1
b2682	2809616	2810354	1
b2683	2810343	2810679	1
b2684	2810769	2811300	1
b2685	2811426	2812599	1
b2686	2812615	2814154	1
b2687	2814217	2814733	-1
b2688	2814882	2816439	-1
b2689	2816511	2816940	-1
b2690	2816936	2817503	-1
b2696	2818960	2819146	-1
b2697	2819380	2822011	-1
b2698	2822138	2822639	-1
b2699	2822707	2823769	-1
b2700	2823848	2824346	-1
b2701	2824490	2825576	-1
b2702	2825831	2826395	1
b2703	2826391	2827351	1
b2704	2827361	2827733	1
b2705	2827736	2828516	1
b2706	2828620	2828980	1
b2707	2829046	2829820	1
b2708	2829812	2830778	1
b2709	2830774	2832289	-1
b2710	2832475	2833915	1
b2711	2833911	2835045	1
b2712	2835172	2837425	-1
b2713	2837577	2838105	-1
b2714	2838253	2839264	-1
b2715	2839523	2840981	1
b2716	2840989	2842414	1
b2717	2842572	2843043	-1
b2718	2843035	2843446	-1
b2719	2843442	2844210	-1
b2720	2844209	2844752	-1
b2721	2844761	2846471	-1
b2722	2846488	2847412	-1
b2723	2847414	2849241	-1
b2724	2849237	2849849	-1
b2725	2849973	2850435	-1
b2726	2850646	2850997	1
b2727	2851000	2851873	1
b2728	2851863	2852136	1
b2729	2852135	2853257	1
b2730	2853253	2854264	1
b2731	2854337	2856416	1
b2732	2856452	2856806	-1
b2733	2857092	2859654	1
b2734	2859759	2860416	1
b2735	2860466	2861234	-1
b2736	2861429	2862338	1
b2737	2862334	2863501	1
b2738	2863592	2864231	1
b2739	2864235	2865012	1
b2740	2865100	2866465	1
b2741	2866558	2867551	-1
b2742	2867613	2868753	-1
b2743	2868892	2869519	-1
b2744	2869512	2870274	-1
b2745	2870254	2871304	-1
b2746	2871300	2871780	-1
b2747	2871779	2872490	-1
b2748	2872508	2872820	-1
b2749	2873013	2873337	-1
b2750	2873386	2873992	-1
b2751	2873991	2875419	-1
b2752	2875420	2876329	-1
b2753	2876580	2877618	1
b2754	2878568	2878853	-1
b2755	2878854	2879772	-1
b2756	2879787	2880387	-1
b2757	2880373	2881048	-1
b2758	2881050	2882142	-1
b2759	2882154	2882637	-1
b2760	2882629	2884138	-1
b2761	2884552	2887219	-1
b2762	2887577	2888312	-1
b2763	2888386	2890099	-1
b2764	2890098	2891898	-1
b2765	2892213	2892579	1
b2766	2892656	2893928	1
b2767	2893918	2894179	1
b2768	2894195	2894771	1
b2769	2894918	2895779	-1
b2770	2895775	2896555	-1
b2771	2896532	2897870	-1
b4463	2897963	2899418	-1
b2774	2899487	2900273	-1
b2775	2900591	2901869	1
b2776	2901895	2903374	1
b2777	2904746	2905418	-1
b4682	2905556	2905697	1
b2778	2905710	2906583	1
b2779	2906642	2907941	-1
b2780	2908028	2909666	-1
b2781	2909893	2910685	-1
b2782	2910755	2911091	-1
b2783	2911090	2911339	-1
b2784	2911416	2913651	-1
b2785	2913698	2915000	-1
b2786	2915056	2917813	1
b2787	2918044	2919385	-1
b2788	2919405	2920746	-1
b2789	2920747	2922100	-1
b2790	2922534	2922984	-1
b2791	2923001	2923784	-1
b2792	2923783	2924113	-1
b2793	2924734	2925280	-1
b2794	2925347	2926196	1
b2795	2926307	2927672	1
b2796	2928228	2929518	1
b2797	2929575	2930943	1
b2798	2931054	2931810	1
b2799	2931864	2933013	-1
b2800	2933040	2933688	-1
b2801	2934234	2935551	1
b2802	2935583	2937359	1
b2803	2937467	2938886	1
b2804	2938887	2939310	1
b2805	2939367	2940099	1
b2806	2940142	2941243	-1
b2807	2941235	2941631	-1
b2808	2941649	2942567	-1
b2809	2942917	2943145	-1
b2810	2943336	2944542	1
b2811	2944541	2944985	1
b2812	2945035	2945842	-1
b2813	2946080	2947178	-1
b2817	2947756	2949010	-1
b2818	2949241	2950573	1
b2819	2950634	2952461	-1
b2820	2952460	2956003	-1
b2821	2955995	2958884	-1
b2822	2959059	2962428	-1
b2823	2962440	2962764	-1
b2824	2962748	2963156	-1
b2825	2963152	2963716	-1
b2826	2963706	2964177	-1
b2827	2964360	2965155	-1
b2828	2965161	2966037	-1
b2829	2966187	2968434	-1
b2830	2968446	2968977	-1
b4610	2969329	2969476	-1
b2831	2969661	2970351	1
b2832	2970419	2971133	1
b2833	2971270	2971489	1
b2834	2971596	2972637	1
b2835	2972668	2973862	-1
b2836	2973854	2976014	-1
b2837	2976598	2977630	1
b2838	2977636	2978899	-1
b2839	2979020	2979956	1
b2840	2979942	2980635	-1
b2841	2980763	2982182	-1
b2842	2982496	2983258	-1
b2843	2983287	2984124	-1
b2844	2984410	2985592	-1
b2845	2985846	2987076	1
b2846	2987535	2988168	1
b2847	2988501	2989311	1
b2848	2989303	2989786	1
b4683	2989818	2989899	-1
b2849	2989934	2990360	-1
b2851	2991267	2991759	1
b2852	2992093	2993470	1
b2853	2993637	2993856	1
b2860	2996371	2997277	-1
b2861	2997234	2997600	-1
b2863	2998033	2998828	-1
b2865	2999135	2999891	-1
b2866	3000344	3002603	1
b2867	3002613	3003492	1
b2868	3003488	3003968	1
b2869	3004007	3005786	-1
b2870	3006261	3007452	1
b2871	3007509	3008706	1
b2872	3008763	3009975	1
b2873	3010027	3011413	1
b2874	3011460	3012393	1
b2875	3012613	3014239	-1
b2876	3014286	3015057	-1
b2877	3015159	3015738	1
b2878	3016059	3019158	1
b2879	3019160	3020489	1
b2880	3020539	3021319	1
b2881	3021315	3024186	1
b2882	3024350	3025751	1
b2883	3025765	3027085	1
b4464	3027120	3028488	1
b2886	3028523	3029012	-1
b2887	3029011	3030931	-1
b2888	3031366	3032815	1
b4684	3032816	3032942	1
b4753	3032938	3033010	-1
b2889	3033064	3033613	1
b2890	3033656	3035174	-1
b2892	3036372	3038106	-1
b2893	3038111	3038822	-1
b2894	3038846	3039743	-1
b2895	3039854	3040376	1
b2896	3040415	3040823	-1
b2897	3040803	3041070	-1
b2898	3041312	3042293	1
b2899	3042488	3043148	-1
b2900	3043311	3043623	-1
b2901	3043661	3045101	1
b2902	3045157	3045901	-1
b2903	3046167	3049041	-1
b2904	3049159	3049549	-1
b2905	3049572	3050667	-1
b4754	3050957	3051041	1
b2906	3051114	3052317	-1
b2907	3052339	3053518	-1
b2908	3053514	3054840	-1
b2909	3054865	3055444	-1
b2910	3055611	3055941	1
b2912	3056240	3056789	1
b4665	3056889	3056949	-1
b2913	3057177	3058410	-1
b2914	3058665	3059325	-1
b2916	3059752	3060646	1
b2917	3060849	3062994	1
b2918	3062986	3063982	1
b2919	3063992	3064778	1
b2920	3064801	3066280	1
b2921	3066276	3067173	-1
b2922	3067339	3068080	-1
b2923	3068172	3068808	-1
b2924	3068946	3069807	-1
b2925	3070164	3071244	-1
b2926	3071458	3072622	-1
b2927	3072671	3073691	-1
b2928	3073975	3074689	-1
b2929	3074685	3075195	-1
b2930	3075216	3076182	-1
b4465	3076178	3077456	-1
b2933	3077470	3078859	-1
b2934	3078886	3079330	-1
b2935	3079643	3081635	-1
b2936	3081912	3082671	1
b2937	3082876	3083797	-1
b2938	3083934	3085911	-1
b2939	3085919	3086051	-1
b2940	3086186	3086402	1
b2941	3086398	3086650	-1
b2942	3086705	3087860	1
b2943	3088283	3089678	1
b2944	3089754	3090252	1
b2945	3090346	3091054	1
b2946	3091133	3091865	1
b2947	3091877	3092828	1
b2948	3092936	3093500	1
b2949	3093499	3093916	1
b2950	3094099	3095080	-1
b2951	3095097	3095802	1
b2952	3095819	3096386	1
b2953	3096382	3096673	1
b2954	3096680	3097274	1
b2955	3097266	3098403	1
b2956	3098557	3099565	-1
b2957	3099681	3100728	-1
b2958	3100903	3101623	-1
b2959	3101806	3102133	-1
b2960	3102132	3102852	-1
b2961	3103012	3104065	1
b2962	3104092	3104368	1
b2963	3104432	3105512	1
b2964	3105713	3106970	1
b2965	3107019	3109155	-1
b2966	3109552	3110260	1
b2968	3110589	3111126	-1
b2971	3113066	3113477	-1
b2972	3113542	3114352	-1
b4466	3114549	3119112	-1
b2975	3119596	3121279	-1
b2976	3121633	3123805	-1
b2977	3123826	3124231	-1
b4467	3124235	3125459	-1
b4468	3125469	3126522	-1
b2979	3126521	3128021	-1
b2980	3128271	3129036	1
b2981	3129042	3130215	-1
b2982	3130177	3131194	1
b2983	3131340	3132408	-1
b2984	3132453	3133212	-1
b2985	3133243	3133957	-1
b2986	3134130	3134823	1
b2987	3134871	3136371	-1
b2988	3136662	3138522	-1
b2989	3138726	3139593	1
b2990	3139715	3139964	-1
b2991	3139976	3140318	-1
b2992	3140310	3140799	-1
b2993	3140791	3141286	-1
b2994	3141285	3142989	-1
b2995	3142985	3144164	-1
b2996	3144153	3145140	-1
b2997	3145142	3146261	-1
b2998	3146449	3146737	-1
b4755	3147596	3147740	-1
b3001	3147896	3148937	1
b3002	3148976	3149471	-1
b3003	3149661	3150546	1
b3005	3150817	3151243	-1
b3006	3151249	3151984	-1
b3008	3152235	3153423	1
b3009	3153562	3154222	1
b3010	3154261	3155218	-1
b3011	3155354	3156518	1
b3012	3156622	3157450	1
b3013	3157649	3158576	1
b3014	3158626	3158884	1
b4469	3158926	3161146	-1
b3017	3161256	3162669	-1
b3018	3162743	3163481	-1
b3019	3163714	3165973	-1
b3020	3166110	3167718	-1
b3021	3167850	3168246	-1
b3022	3168247	3168544	-1
b3023	3168748	3169231	-1
b3024	3169283	3169676	-1
b3025	3169827	3170487	1
b3026	3170483	3171833	1
b3027	3171878	3172211	-1
b3028	3172529	3173111	1
b3029	3173141	3173456	1
b3030	3173503	3175396	-1
b3031	3175424	3176006	-1
b3032	3176005	3176833	-1
b3033	3176857	3177280	-1
b3034	3177280	3177910	-1
b3035	3178114	3179596	1
b3036	3179595	3179856	1
b3037	3179743	3180415	1
b3038	3180420	3181581	1
b3039	3181618	3182434	-1
b3040	3182549	3183323	1
b4756	3183380	3183551	-1
b3041	3183812	3184466	-1
b3042	3184839	3185130	1
b3043	3185413	3185965	1
b3044	3186186	3186552	1
b3045	3186509	3187415	1
b3047	3189880	3190630	1
b3048	3190631	3191696	1
b3049	3191738	3191939	-1
b3050	3192207	3192837	1
b3051	3192863	3194525	1
b4664	3194765	3194825	1
b4666	3195140	3195200	1
b3052	3195319	3196753	-1
b3053	3196800	3199641	-1
b3054	3199663	3200965	-1
b3055	3201206	3201827	1
b3056	3201890	3203129	1
b3057	3203309	3204131	-1
b3058	3204220	3204589	-1
b3059	3204693	3205311	1
b3060	3205323	3206256	-1
b3061	3206462	3207374	1
b3062	3207370	3207976	1
b3063	3208023	3209487	1
b3064	3209529	3210543	-1
b3065	3210780	3210996	1
b3066	3211106	3212852	1
b3067	3213046	3214888	1
b3068	3214966	3215473	-1
b3070	3215726	3216491	-1
b3071	3216778	3217402	1
b3072	3217555	3219076	-1
b3073	3219493	3220873	1
b3074	3220914	3221247	-1
b3075	3221465	3222449	1
b3076	3222632	3225725	1
b3077	3225721	3226171	1
b3078	3226233	3227667	1
b3079	3227800	3228871	1
b3080	3228887	3231239	1
b3081	3231664	3233683	1
b3082	3233727	3234144	-1
b3083	3234140	3234455	-1
b3084	3234738	3235875	-1
b3085	3235959	3236463	1
b3086	3236539	3237232	1
b3087	3237310	3238297	1
b3088	3238579	3239545	1
b3089	3239943	3241188	1
b3090	3241192	3241744	-1
b3091	3241826	3243314	-1
b3092	3243328	3244741	-1
b3093	3245223	3246522	1
b3094	3246651	3247428	1
b3095	3247772	3248435	1
b3096	3248438	3248822	1
b3097	3248968	3249337	1
b3098	3249374	3249680	1
b3099	3249682	3250087	1
b3100	3250076	3250376	1
b3101	3250561	3250954	1
b3102	3251023	3252010	1
b3103	3252303	3252669	1
b3104	3252910	3253267	1
b3105	3253317	3254214	-1
b3106	3254318	3255020	1
b3107	3255042	3255207	1
b4470	3255340	3256651	-1
b3110	3256678	3258010	-1
b4471	3258284	3259649	-1
b3113	3259720	3260110	-1
b3114	3260123	3262418	-1
b3115	3262451	3263660	-1
b3116	3263685	3265017	-1
b3117	3265038	3266028	-1
